Propriétaire du compte;Date de dernière modification;ID du compte;Main address city
etl migration;19/06/2019;0012400000rGlmi;Calgary
etl migration;28/02/2019;0012400000rGlmq;Drummondville
etl migration;28/02/2019;0012400000rGlmw;Markham
etl migration;20/03/2019;0012400000rGlnD;Delta
etl migration;20/03/2019;0012400000rGlnM;Montréal
etl migration;28/02/2019;0012400000rGlnN;Calgary
etl migration;20/03/2019;0012400000rGlnO;Québec
etl migration;28/02/2019;0012400000rGlnR;Windsor
etl migration;28/02/2019;0012400000rGlnS;Summerland
etl migration;28/02/2019;0012400000rGlnV;Delson
etl migration;20/03/2019;0012400000rGlnX;Markham
etl migration;28/02/2019;0012400000rGlnY;Whitby
etl migration;20/03/2019;0012400000rGlni;Stratford
etl migration;28/02/2019;0012400000rGlnm;Hamilton
etl migration;20/03/2019;0012400000rGlnr;Côte Saint-Luc
etl migration;20/03/2019;0012400000rGlns;Hope
etl migration;20/03/2019;0012400000rGlnt;Logan Lake
etl migration;28/02/2019;0012400000rGlnu;Ajax
etl migration;28/02/2019;0012400000rGlo0;Winnipeg
etl migration;20/03/2019;0012400000rGlo2;Mississauga
etl migration;24/06/2019;0012400000rGlo3;Cranbrook
etl migration;20/03/2019;0012400000rGlo4;Terrebonne
etl migration;28/02/2019;0012400000rGloH;Calgary
etl migration;28/02/2019;0012400000rGloM;Chestermere
etl migration;28/02/2019;0012400000rGloT;Notre-Dame-des-Prairies
etl migration;20/03/2019;0012400000rGloY;Montréal
etl migration;23/03/2019;0012400000rGloZ;Laval
etl migration;20/03/2019;0012400000rGlob;Québec
etl migration;20/03/2019;0012400000rGloc;Hamilton
etl migration;28/02/2019;0012400000rGloj;West Kelowna
etl migration;20/03/2019;0012400000rGlok;Gatineau
etl migration;20/03/2019;0012400000rGlon;Saint-Lambert
etl migration;20/03/2019;0012400000rGlp0;Neufchatel
etl migration;28/02/2019;0012400000rGlp5;Dundee
etl migration;20/03/2019;0012400000rGlp7;Boucherville
etl migration;28/02/2019;0012400000rGlp8;Blainville
etl migration;20/03/2019;0012400000rGlp9;Montréal
etl migration;20/03/2019;0012400000rGlpF;Calgary
etl migration;20/03/2019;0012400000rGlpH;Calgary
etl migration;20/03/2019;0012400000rGlpN;Lachenaie
etl migration;20/03/2019;0012400000rGlpO;Georgetown
etl migration;28/02/2019;0012400000rGlpT;North York
etl migration;20/03/2019;0012400000rGlpc;Ajax
etl migration;20/03/2019;0012400000rGlpy;Boisbriand
etl migration;28/02/2019;0012400000rGlq0;Summerland
etl migration;28/02/2019;0012400000rGlq7;Montréal
etl migration;20/03/2019;0012400000rGlq8;Ancaster
etl migration;20/03/2019;0012400000rGlq9;Trois-Rivieres
etl migration;20/03/2019;0012400000rGlqO;Montréal
etl migration;24/06/2019;0012400000rGlqW;Lake Country
etl migration;20/03/2019;0012400000rGlqb;Whitby
etl migration;28/02/2019;0012400000rGlqc;Calgary
etl migration;28/02/2019;0012400000rGlqg;North York
etl migration;13/06/2019;0012400000rGlqu;Calgary
etl migration;23/06/2019;0012400000rGlqx;Kamloops
etl migration;23/10/2018;0012400000rGlr0;
etl migration;20/03/2019;0012400000rGlr5;Montréal
etl migration;20/03/2019;0012400000rGlr7;Québec
etl migration;20/03/2019;0012400000rGlrA;Chemainus
etl migration;28/02/2019;0012400000rGlrE;Etobicoke
etl migration;20/03/2019;0012400000rGlrG;Barrie
etl migration;28/02/2019;0012400000rGlrI;Kemptville
etl migration;20/03/2019;0012400000rGlrK;Montréal
etl migration;20/03/2019;0012400000rGlrL;Hamilton
etl migration;28/02/2019;0012400000rGlrO;Beloeil
etl migration;20/03/2019;0012400000rGlrQ;Etobicoke
etl migration;28/02/2019;0012400000rGlrS;Oshawa
etl migration;20/03/2019;0012400000rGlrW;Etobicoke
etl migration;20/03/2019;0012400000rGlrX;Vancouver
etl migration;20/03/2019;0012400000rGlrY;North Vancouver
etl migration;20/03/2019;0012400000rGlra;Ardrossan
etl migration;20/03/2019;0012400000rGlrf;Montréal
etl migration;20/03/2019;0012400000rGlrg;St-Baril
etl migration;28/02/2019;0012400000rGlrj;Calgary
etl migration;22/06/2019;0012400000rGlrk;Waterloo
etl migration;20/03/2019;0012400000rGlrn;Turtleford
etl migration;20/03/2019;0012400000rGlry;St Catharines
etl migration;20/03/2019;0012400000rGls4;Mercier
etl migration;20/03/2019;0012400000rGls6;Delta
etl migration;28/02/2019;0012400000rGls9;Kelowna
etl migration;20/03/2019;0012400000rGlsD;Saint-Honore-De-Chicoutimi
etl migration;22/06/2019;0012400000rGlsO;Vancouver
etl migration;08/06/2019;0012400000rGlsP;SHERWOOD PARK
etl migration;20/03/2019;0012400000rGlsR;North Vancouver
etl migration;20/06/2019;0012400000rGlsS;Mascouche
etl migration;28/02/2019;0012400000rGlsX;Winnipeg
etl migration;28/02/2019;0012400000rGlsa;Québec
etl migration;28/02/2019;0012400000rGlsd;St-Donat-de-Montcalm
etl migration;20/03/2019;0012400000rGlsg;Burlington
etl migration;20/03/2019;0012400000rGlsh;Calgary
etl migration;28/02/2019;0012400000rGlsk;Maple Ridge
etl migration;28/02/2019;0012400000rGlsm;Lac La Biche
etl migration;20/03/2019;0012400000rGlsq;La Prairie
etl migration;20/03/2019;0012400000rGlsw;Etobicoke
etl migration;24/03/2019;0012400000rGlsy;Concord
etl migration;20/03/2019;0012400000rGlt2;Jonquière
etl migration;20/03/2019;0012400000rGlt6;Spet Iles
etl migration;20/03/2019;0012400000rGlt8;Winnipeg
etl migration;20/03/2019;0012400000rGltB;Saint-Mathias-Sur-Richelieu
etl migration;28/02/2019;0012400000rGltC;Hamilton
etl migration;28/02/2019;0012400000rGltF;Red deer
etl migration;28/02/2019;0012400000rGltV;Québec
etl migration;28/02/2019;0012400000rGltW;Joliette
etl migration;20/03/2019;0012400000rGlta;Saint-Laurent
etl migration;20/03/2019;0012400000rGltc;Qualicum Beach
etl migration;28/02/2019;0012400000rGltj;Sherwood Park
etl migration;28/02/2019;0012400000rGltp;Wainwright
etl migration;20/03/2019;0012400000rGltt;Saskatoon
etl migration;28/02/2019;0012400000rGltv;Mission
etl migration;20/03/2019;0012400000rGlu2;New Westminster
etl migration;28/02/2019;0012400000rGlu3;La Presentation
etl migration;20/03/2019;0012400000rGlu4;Unionville
etl migration;20/03/2019;0012400000rGluB;Hearst
etl migration;20/03/2019;0012400000rGluH;Saint-Laurent
etl migration;28/02/2019;0012400000rGluJ;Scarborough
etl migration;28/02/2019;0012400000rGluR;Montréal
etl migration;28/02/2019;0012400000rGluV;Laval
etl migration;23/10/2018;0012400000rGluW;
etl migration;20/03/2019;0012400000rGluY;Toronto
etl migration;28/02/2019;0012400000rGlua;Mississauga
etl migration;20/03/2019;0012400000rGlug;St. Albert
etl migration;20/03/2019;0012400000rGluh;Orleans
etl migration;20/03/2019;0012400000rGlul;Surrey
etl migration;28/02/2019;0012400000rGluo;Ottawa
etl migration;20/06/2019;0012400000rGluv;Winnipeg
etl migration;20/03/2019;0012400000rGluw;Boisbraind
etl migration;20/03/2019;0012400000rGlux;Port Alberni
etl migration;20/03/2019;0012400000rGlvF;Surrey
etl migration;28/02/2019;0012400000rGlvM;Gatineau
etl migration;25/05/2019;0012400000rGlvO;Regina
etl migration;28/02/2019;0012400000rGlvU;Pointe-Claire
etl migration;28/02/2019;0012400000rGlvW;Winnipeg
etl migration;28/02/2019;0012400000rGlvX;Surrey
etl migration;28/02/2019;0012400000rGlvp;Tecumseh
etl migration;28/02/2019;0012400000rGlvq;Outremont
etl migration;20/03/2019;0012400000rGlvs;Montreal
etl migration;20/03/2019;0012400000rGlvz;Saint-Laurent
etl migration;28/02/2019;0012400000rGlw2;Barrie
etl migration;28/02/2019;0012400000rGlwC;Langley
etl migration;28/02/2019;0012400000rGlwG;Saskatoon
etl migration;20/03/2019;0012400000rGlwH;North York
etl migration;20/03/2019;0012400000rGlwI;Scarborough
etl migration;28/02/2019;0012400000rGlwR;Toronto
etl migration;28/02/2019;0012400000rGlwc;Grimsby
etl migration;20/03/2019;0012400000rGlwd;Thorold
etl migration;28/02/2019;0012400000rGlwj;Ville-Marie
etl migration;20/03/2019;0012400000rGlwr;Port Alberni
etl migration;20/03/2019;0012400000rGlws;Montréal
etl migration;20/03/2019;0012400000rGlwy;Saint-Jérôme
etl migration;20/03/2019;0012400000rGlx6;Guelph
etl migration;20/03/2019;0012400000rGlx8;Anjou
etl migration;20/03/2019;0012400000rGlxB;Bois-Des-Filion
etl migration;20/03/2019;0012400000rGlxC;Edmonton
etl migration;28/02/2019;0012400000rGlxI;North York
etl migration;28/02/2019;0012400000rGlxJ;Edmonton
etl migration;20/03/2019;0012400000rGlxM;Stratford
etl migration;28/02/2019;0012400000rGlxP;Montréal
etl migration;28/02/2019;0012400000rGlxR;Surrey
etl migration;28/02/2019;0012400000rGlxV;Port Moody
etl migration;28/02/2019;0012400000rGlxZ;Laval
etl migration;22/03/2019;0012400000rGlxb;Red Deer
etl migration;17/03/2019;0012400000rGlxc;FORT ST JOHN
etl migration;20/03/2019;0012400000rGlxd;Toronto
etl migration;20/03/2019;0012400000rGlxg;St-Hyacinthe
etl migration;28/02/2019;0012400000rGlxk;Montréal
etl migration;28/02/2019;0012400000rGlxp;Winnipeg
etl migration;28/02/2019;0012400000rGlxq;St Remi
etl migration;20/03/2019;0012400000rGlxs;Edmonton
etl migration;20/03/2019;0012400000rGlxt;Stoney Creek
etl migration;28/02/2019;0012400000rGlxu;St. Albert
etl migration;20/03/2019;0012400000rGly5;Vancouver
etl migration;28/02/2019;0012400000rGly6;Montréal
etl migration;20/03/2019;0012400000rGlyB;Langley
etl migration;28/02/2019;0012400000rGlyG;Prince George
etl migration;20/03/2019;0012400000rGlyI;Port Hardy
etl migration;28/02/2019;0012400000rGlyL;Camrose
etl migration;28/02/2019;0012400000rGlyM;Newmarket
etl migration;20/03/2019;0012400000rGlyO;Saint-Henri-de-Lévis
etl migration;28/02/2019;0012400000rGlyP;Coldstream
etl migration;20/03/2019;0012400000rGlyR;Québec
etl migration;20/03/2019;0012400000rGlyS;Montréal
etl migration;28/02/2019;0012400000rGlyW;Mississauga
etl migration;20/03/2019;0012400000rGlyY;Bolton
etl migration;20/03/2019;0012400000rGlyh;Montréal
etl migration;20/03/2019;0012400000rGlym;Grimsby
etl migration;20/03/2019;0012400000rGlyp;North York
etl migration;28/02/2019;0012400000rGlyr;Saint-Hubert
etl migration;20/03/2019;0012400000rGlzH;Montrealq
etl migration;20/03/2019;0012400000rGlzN;Langley
etl migration;28/02/2019;0012400000rGlzR;Pinewood
etl migration;20/03/2019;0012400000rGlzU;Markham
etl migration;28/02/2019;0012400000rGlzW;Edmonton
etl migration;20/03/2019;0012400000rGlzY;Vancouver
etl migration;20/03/2019;0012400000rGlzc;Toronto
etl migration;20/03/2019;0012400000rGlzd;Mississauga
etl migration;20/03/2019;0012400000rGlzf;Brantford
etl migration;20/03/2019;0012400000rGlzh;Vancouver
etl migration;28/02/2019;0012400000rGlzj;Québec
etl migration;20/03/2019;0012400000rGlzm;Edmonton
etl migration;20/03/2019;0012400000rGlzp;Nanaimo
etl migration;28/02/2019;0012400000rGlzq;East York
etl migration;20/03/2019;0012400000rGlzr;Calgary
etl migration;28/02/2019;0012400000rGlzu;Prince George
etl migration;20/03/2019;0012400000rGm06;Ajax
etl migration;28/02/2019;0012400000rGm0E;Shannon
etl migration;20/03/2019;0012400000rGm0F;Sherbrooke
etl migration;20/03/2019;0012400000rGm0H;Toronto
etl migration;28/02/2019;0012400000rGm0J;Brampton
etl migration;20/03/2019;0012400000rGm0M;Lasalle
etl migration;20/03/2019;0012400000rGm0R;Saint-Hubert
etl migration;28/02/2019;0012400000rGm0Z;Barrie
etl migration;20/03/2019;0012400000rGm0a;Les Côteaux
etl migration;28/02/2019;0012400000rGm0c;Toronto
etl migration;28/02/2019;0012400000rGm0d;Montréal
etl migration;20/03/2019;0012400000rGm0f;Clementsport
etl migration;20/03/2019;0012400000rGm0j;Sarnia
etl migration;20/03/2019;0012400000rGm15;East York
etl migration;20/03/2019;0012400000rGm17;Selkirk
etl migration;28/02/2019;0012400000rGm1A;Terrebonne
etl migration;20/03/2019;0012400000rGm1B;Fort McMurray
etl migration;28/02/2019;0012400000rGm1E;Laval
etl migration;20/03/2019;0012400000rGm1F;Vancouver
etl migration;28/02/2019;0012400000rGm1J;Richmond Hill
etl migration;20/03/2019;0012400000rGm1K;Victoria
etl migration;28/02/2019;0012400000rGm1M;Edmonton
etl migration;20/03/2019;0012400000rGm1W;Mississauga
etl migration;28/02/2019;0012400000rGm1Z;Montréal
etl migration;28/02/2019;0012400000rGm1f;Surrey
etl migration;20/03/2019;0012400000rGm1i;Etobicoke
etl migration;02/10/2017;0012400000rGm1j;
etl migration;20/03/2019;0012400000rGm1k;Dundas
etl migration;28/02/2019;0012400000rGm1l;Toronto
etl migration;20/03/2019;0012400000rGm1m;London
etl migration;20/03/2019;0012400000rGm1t;Laval
etl migration;28/02/2019;0012400000rGm22;Vernon
etl migration;28/02/2019;0012400000rGm27;Saint-Sauveur
etl migration;20/03/2019;0012400000rGm2A;Toronto
etl migration;28/02/2019;0012400000rGm2B;Calgary
etl migration;20/03/2019;0012400000rGm2C;Saint-Hubert
etl migration;20/03/2019;0012400000rGm2F;Calgary
etl migration;28/02/2019;0012400000rGm2G;Montréal-Nord
etl migration;28/02/2019;0012400000rGm2I;New Westminster
etl migration;28/02/2019;0012400000rGm2J;Etobicoke
etl migration;20/03/2019;0012400000rGm2R;Mississauga
etl migration;28/02/2019;0012400000rGm2S;Montreal
etl migration;20/03/2019;0012400000rGm2Y;West Vancouver
etl migration;20/03/2019;0012400000rGm2b;St-Hubert
etl migration;20/03/2019;0012400000rGm2f;London
etl migration;28/02/2019;0012400000rGm2g;Edmonton
etl migration;28/02/2019;0012400000rGm2i;Pointe-Aux-Trembles
etl migration;20/03/2019;0012400000rGm2r;Vancouver
etl migration;28/02/2019;0012400000rGm2y;Saint-Jean-Sur-Richelieu
etl migration;28/02/2019;0012400000rGm32;Gatineau
etl migration;20/03/2019;0012400000rGm37;Mississauga
etl migration;28/02/2019;0012400000rGm38;St-Charles-Borromée
etl migration;28/02/2019;0012400000rGm39;Port Coquitlam
etl migration;28/02/2019;0012400000rGm3A;Concord
etl migration;28/02/2019;0012400000rGm3E;Ajax
etl migration;28/02/2019;0012400000rGm3I;Woodville
etl migration;20/03/2019;0012400000rGm3L;Toronto
etl migration;20/03/2019;0012400000rGm3O;Laval
etl migration;20/03/2019;0012400000rGm3S;Rawdon
etl migration;20/06/2019;0012400000rGm3e;Markham
etl migration;28/02/2019;0012400000rGm3h;Toronto
etl migration;28/02/2019;0012400000rGm3r;Sherbrooke
etl migration;20/03/2019;0012400000rGm3s;Calgary
etl migration;28/02/2019;0012400000rGm3v;Calgary
etl migration;28/02/2019;0012400000rGm3w;Windsor
etl migration;20/03/2019;0012400000rGm42;Laval
etl migration;28/02/2019;0012400000rGm43;Surrey
etl migration;20/03/2019;0012400000rGm44;Barrie
etl migration;20/03/2019;0012400000rGm48;Woodbridge
etl migration;20/03/2019;0012400000rGm49;Trois-Rivières
etl migration;28/02/2019;0012400000rGm4A;Vancouver
etl migration;28/02/2019;0012400000rGm4G;Etobicoke
etl migration;28/02/2019;0012400000rGm4L;East York
etl migration;28/02/2019;0012400000rGm4P;Québec
etl migration;20/03/2019;0012400000rGm4S;Laval
etl migration;24/06/2019;0012400000rGm4V;Mirabel
etl migration;21/06/2019;0012400000rGm4W;Québec
etl migration;20/03/2019;0012400000rGm4Z;Lévis
etl migration;20/03/2019;0012400000rGm4b;Montréal
etl migration;20/03/2019;0012400000rGm4j;Montreal
etl migration;20/03/2019;0012400000rGm4l;Saint-Léonard
etl migration;28/02/2019;0012400000rGm4m;Langley
etl migration;20/03/2019;0012400000rGm4p;Laval
etl migration;20/03/2019;0012400000rGm4r;East St Paul
etl migration;28/02/2019;0012400000rGm4v;Fort St. John
etl migration;20/03/2019;0012400000rGm51;Lac Beaupont
etl migration;28/02/2019;0012400000rGm52;Montréal
etl migration;20/03/2019;0012400000rGm53;Toronto
etl migration;20/03/2019;0012400000rGm54;Montreal
etl migration;28/02/2019;0012400000rGm57;Calgary
etl migration;28/02/2019;0012400000rGm5J;Montréal
etl migration;20/03/2019;0012400000rGm5K;St Eustache
etl migration;28/02/2019;0012400000rGm5P;Saint-Henri-de-Lévis
etl migration;28/02/2019;0012400000rGm5V;Hawkesbury
etl migration;20/03/2019;0012400000rGm5X;Mount Hope
etl migration;23/03/2019;0012400000rGm5b;Gatineau
etl migration;20/03/2019;0012400000rGm5g;Laval
etl migration;28/02/2019;0012400000rGm5i;Langley
etl migration;28/02/2019;0012400000rGm5k;Eastern Passage
etl migration;20/03/2019;0012400000rGm5q;Laval
etl migration;28/02/2019;0012400000rGm5s;Brossard
etl migration;14/06/2019;0012400000rGm5v;Brooklin
etl migration;13/06/2019;0012400000rGm5w;Saint-Basile-Le-Grand
etl migration;20/03/2019;0012400000rGm60;Saint-Lambert
etl migration;28/02/2019;0012400000rGm66;Kamloops
etl migration;28/02/2019;0012400000rGm6B;Saint-Georges
etl migration;20/03/2019;0012400000rGm6C;Winnipeg
etl migration;20/03/2019;0012400000rGm6K;Montréal
etl migration;20/03/2019;0012400000rGm6L;Scarborough
etl migration;28/02/2019;0012400000rGm6N;Terrebonne
etl migration;28/02/2019;0012400000rGm6c;Toronto
etl migration;28/02/2019;0012400000rGm6e;Blainville
etl migration;28/02/2019;0012400000rGm6g;Victoria
etl migration;20/03/2019;0012400000rGm6p;Vancouver
etl migration;20/03/2019;0012400000rGm6r;Burnaby
etl migration;28/02/2019;0012400000rGm71;Gatineau
etl migration;20/03/2019;0012400000rGm76;Peterborough
etl migration;28/02/2019;0012400000rGm7E;Brampton
etl migration;20/03/2019;0012400000rGm7I;Abbotsford
etl migration;20/03/2019;0012400000rGm7Q;North York
etl migration;20/03/2019;0012400000rGm7X;Surrey
etl migration;28/02/2019;0012400000rGm7f;Toronto
etl migration;20/03/2019;0012400000rGm7k;Thetford Mines
etl migration;20/03/2019;0012400000rGm7q;Surrey
etl migration;20/03/2019;0012400000rGm83;Edmonton
etl migration;20/03/2019;0012400000rGm8B;Maple Ridge
etl migration;28/02/2019;0012400000rGm8E;Thornhill
etl migration;28/02/2019;0012400000rGm8I;Montréal
etl migration;20/03/2019;0012400000rGm8J;Val-David
etl migration;20/03/2019;0012400000rGm8L;Chicoutimi
etl migration;28/02/2019;0012400000rGm8P;Vancouver
etl migration;20/03/2019;0012400000rGm8Q;Smiths Falls
etl migration;28/02/2019;0012400000rGm8R;SURREY
etl migration;20/03/2019;0012400000rGm8S;Edmonton
etl migration;20/03/2019;0012400000rGm8U;Delta
etl migration;20/03/2019;0012400000rGm8d;Salaberry-de-Valleyfield
etl migration;20/03/2019;0012400000rGm8g;Parksville
etl migration;20/03/2019;0012400000rGm8i;Scarborough
etl migration;28/02/2019;0012400000rGm8j;Toronto
etl migration;23/03/2019;0012400000rGm8m;Blainville
etl migration;20/03/2019;0012400000rGm8p;Tsawwassen
etl migration;28/02/2019;0012400000rGm8s;Courtenay
etl migration;28/02/2019;0012400000rGm8u;Surrey
etl migration;20/03/2019;0012400000rGm90;Edmonton
etl migration;28/02/2019;0012400000rGm92;Scarborough
etl migration;20/03/2019;0012400000rGm98;Montréal
etl migration;20/03/2019;0012400000rGm9K;Hammonds Plains
etl migration;20/03/2019;0012400000rGm9O;Welland
etl migration;20/03/2019;0012400000rGm9R;North York
etl migration;20/03/2019;0012400000rGm9T;Granby
etl migration;20/03/2019;0012400000rGm9X;Sherwood Park
etl migration;20/03/2019;0012400000rGm9b;Vancouver
etl migration;20/03/2019;0012400000rGm9e;Stoney Creek
etl migration;23/10/2018;0012400000rGm9i;
etl migration;20/03/2019;0012400000rGm9m;Hampstead
etl migration;20/03/2019;0012400000rGm9u;Winnipeg
etl migration;20/03/2019;0012400000rGm9x;Calgary
etl migration;20/03/2019;0012400000rGmAA;Stoney Creek
etl migration;24/03/2019;0012400000rGmAI;Fort Saskatchewan
etl migration;20/03/2019;0012400000rGmAK;North York
etl migration;20/03/2019;0012400000rGmAL;Bedford
etl migration;20/03/2019;0012400000rGmAR;North York
etl migration;28/02/2019;0012400000rGmAS;Brossard
etl migration;20/03/2019;0012400000rGmAT;Winnipeg
etl migration;25/06/2019;0012400000rGmAj;Montréal
etl migration;20/03/2019;0012400000rGmAl;Calgary
etl migration;20/03/2019;0012400000rGmB2;Thornhill
etl migration;20/03/2019;0012400000rGmB4;Thunder Bay
etl migration;20/03/2019;0012400000rGmB6;Orleans
etl migration;20/03/2019;0012400000rGmB7;Calgary
etl migration;20/03/2019;0012400000rGmB9;Coldstream
etl migration;23/03/2019;0012400000rGmBA;Québec
etl migration;20/03/2019;0012400000rGmBF;Québec
etl migration;14/06/2019;0012400000rGmBG;Grandes-Piles
etl migration;23/10/2018;0012400000rGmBO;
etl migration;20/03/2019;0012400000rGmBS;Orleans
etl migration;20/03/2019;0012400000rGmBT;Grimsby
etl migration;20/03/2019;0012400000rGmBX;Washago
etl migration;20/03/2019;0012400000rGmBY;West Vancouver
etl migration;20/03/2019;0012400000rGmBZ;Longueuil
etl migration;28/02/2019;0012400000rGmBb;Winnipeg
etl migration;28/02/2019;0012400000rGmBe;North York
etl migration;28/02/2019;0012400000rGmBi;Nepean
etl migration;28/02/2019;0012400000rGmBl;Calgary
etl migration;20/03/2019;0012400000rGmBn;Québec
etl migration;20/03/2019;0012400000rGmBq;Sainte-Anne-des-Plaines
etl migration;28/02/2019;0012400000rGmBx;SPRUCE GROVE
etl migration;20/03/2019;0012400000rGmBz;High River
etl migration;28/02/2019;0012400000rGmC6;Maple
etl migration;20/03/2019;0012400000rGmC8;North Vancouver
etl migration;20/03/2019;0012400000rGmCA;Vancouver
etl migration;28/02/2019;0012400000rGmCE;Winnipeg
etl migration;20/03/2019;0012400000rGmCN;Mississauga
etl migration;23/03/2019;0012400000rGmCS;Montréal
etl migration;20/03/2019;0012400000rGmCY;Winnipeg
etl migration;28/02/2019;0012400000rGmCd;Saint-Charles-Borromée
etl migration;28/02/2019;0012400000rGmCh;Mascouche
etl migration;20/03/2019;0012400000rGmCj;Farnham
etl migration;02/10/2017;0012400000rGmCm;
etl migration;28/02/2019;0012400000rGmCn;London
etl migration;20/03/2019;0012400000rGmCo;Pierrefonds
etl migration;20/03/2019;0012400000rGmCp;Montréal
etl migration;28/02/2019;0012400000rGmCu;Newmarket
etl migration;20/03/2019;0012400000rGmCx;Belle River
etl migration;28/02/2019;0012400000rGmD1;Edmonton
etl migration;24/03/2019;0012400000rGmD7;VICTORIAVILLE
etl migration;20/03/2019;0012400000rGmDB;Fonthill
etl migration;20/03/2019;0012400000rGmDC;Surrey
etl migration;20/03/2019;0012400000rGmDH;Surrey
etl migration;20/03/2019;0012400000rGmDR;Montréal
etl migration;28/02/2019;0012400000rGmDe;Port Coquitlam
etl migration;20/03/2019;0012400000rGmDg;Notre-Dame-de-l'Île-Perrôt
etl migration;20/03/2019;0012400000rGmDh;Dartmouth
etl migration;20/03/2019;0012400000rGmE6;Anjou
etl migration;24/06/2019;0012400000rGmED;Surrey
etl migration;20/03/2019;0012400000rGmEQ;Vernon
etl migration;28/02/2019;0012400000rGmES;Akwesasne
etl migration;20/03/2019;0012400000rGmEW;North York
etl migration;28/02/2019;0012400000rGmEb;Etobicoke
etl migration;20/03/2019;0012400000rGmEn;Trois-Pistoles
etl migration;08/09/2017;0012400000rGmEo;
etl migration;20/03/2019;0012400000rGmEp;Delta
etl migration;20/03/2019;0012400000rGmEq;Nepean
etl migration;20/03/2019;0012400000rGmEr;Sherwood Park
etl migration;20/03/2019;0012400000rGmEv;Hamilton
etl migration;28/02/2019;0012400000rGmEy;Hamilton
etl migration;28/02/2019;0012400000rGmEz;Niagara Falls
etl migration;20/03/2019;0012400000rGmF5;La Conception
etl migration;20/03/2019;0012400000rGmFB;Victoria
etl migration;20/03/2019;0012400000rGmFL;North Vancouver
etl migration;28/02/2019;0012400000rGmFN;Prince George
etl migration;08/09/2017;0012400000rGmFS;
etl migration;20/03/2019;0012400000rGmFY;White Rock
etl migration;28/02/2019;0012400000rGmFZ;Niagara Falls
etl migration;23/03/2019;0012400000rGmFc;Longueuil
etl migration;20/03/2019;0012400000rGmFf;Montréal-Nord
etl migration;28/02/2019;0012400000rGmFl;Laval
etl migration;28/02/2019;0012400000rGmFm;Montréal
etl migration;20/03/2019;0012400000rGmFt;Oshawa
etl migration;28/02/2019;0012400000rGmFu;Fort Saskatchewan
etl migration;20/03/2019;0012400000rGmFv;North York
etl migration;28/02/2019;0012400000rGmFw;Richmond
etl migration;20/03/2019;0012400000rGmFx;Calgary
etl migration;20/03/2019;0012400000rGmG0;Beaumont
etl migration;20/03/2019;0012400000rGmG1;Scarborough
etl migration;20/03/2019;0012400000rGmG5;St. Albert
etl migration;20/03/2019;0012400000rGmG6;Greenfield Park
etl migration;28/02/2019;0012400000rGmG8;Orangeville
etl migration;28/02/2019;0012400000rGmGA;GREENFIELD PARK
etl migration;20/03/2019;0012400000rGmGC;Sydney
etl migration;20/03/2019;0012400000rGmGF;Nanaimo
etl migration;20/03/2019;0012400000rGmGG;Blainville
etl migration;20/03/2019;0012400000rGmGI;Bobcaygeon
etl migration;20/03/2019;0012400000rGmGT;Port Coquitlam
etl migration;20/03/2019;0012400000rGmGU;Mississauga
etl migration;20/03/2019;0012400000rGmGd;Winnipeg
etl migration;28/02/2019;0012400000rGmGf;Roxboro
etl migration;19/06/2019;0012400000rGmGk;Mississauga
etl migration;28/02/2019;0012400000rGmGl;Victoria
etl migration;28/02/2019;0012400000rGmGr;Waterloo
etl migration;28/02/2019;0012400000rGmGt;Calgary
etl migration;20/03/2019;0012400000rGmGv;Toronto
etl migration;20/03/2019;0012400000rGmGz;Langley
etl migration;20/03/2019;0012400000rGmH5;Blainville
etl migration;20/03/2019;0012400000rGmHA;Montréal
etl migration;20/03/2019;0012400000rGmHC;Repentigny
etl migration;28/02/2019;0012400000rGmHD;Kamloops
etl migration;28/02/2019;0012400000rGmHE;Montréal
etl migration;20/03/2019;0012400000rGmHF;Etobicoke
etl migration;28/02/2019;0012400000rGmHI;Edmonton
etl migration;28/02/2019;0012400000rGmHO;Etobicoke
etl migration;28/02/2019;0012400000rGmHP;Toronto
etl migration;22/03/2019;0012400000rGmHV;QUÉBEC
etl migration;28/02/2019;0012400000rGmHW;Saint-Cyprien-de-Napierville
etl migration;28/02/2019;0012400000rGmHX;Calgary
etl migration;20/03/2019;0012400000rGmHc;York
etl migration;15/11/2018;0012400000rGmHp;
etl migration;20/03/2019;0012400000rGmHq;North York
etl migration;28/02/2019;0012400000rGmHt;Montréal
etl migration;20/03/2019;0012400000rGmHw;Hamilton
etl migration;28/02/2019;0012400000rGmI2;St. Albert
etl migration;28/02/2019;0012400000rGmI4;Trois-Rivières
etl migration;20/03/2019;0012400000rGmI5;Sainte-Catherine
etl migration;20/03/2019;0012400000rGmIF;Mont-Royal
etl migration;22/06/2019;0012400000rGmIH;STE-MARTINE
etl migration;20/03/2019;0012400000rGmIS;Burlington
etl migration;15/11/2018;0012400000rGmIT;
etl migration;20/03/2019;0012400000rGmIU;Montréal
etl migration;20/03/2019;0012400000rGmIX;Vancouver
etl migration;28/02/2019;0012400000rGmIb;Carvel
etl migration;20/03/2019;0012400000rGmIc;
etl migration;20/03/2019;0012400000rGmIe;Vancouver
etl migration;20/03/2019;0012400000rGmIn;Etobicoke
etl migration;28/02/2019;0012400000rGmIw;Langley
etl migration;28/02/2019;0012400000rGmJB;Montréal
etl migration;28/02/2019;0012400000rGmJC;Winnipeg
etl migration;20/03/2019;0012400000rGmJF;Montréal
